Doctor Identifier,Provider Type,Number of Beneficiaries,Services by Beneficiary,Total Submitted Charge Amount By Benificiary,Total Allowed Amount By Benificiary,Total Payment Amount By Benificiary,Total Standardized Payment Amount By Benificiary,Number of Drug Services By Benificiary,Total Drug Submitted Charge Amount By Benificiary,Total Drug Allowed Amount  By Benificiary,Total Drug Payment Amount  By Benificiary,Total Drug Standardized Payment Amount By Benificiary,Number of Medical Services,Percent Atrial Fibrillation,Percent Alzheimerâ€™s Disease or Dementia ,Percent Asthma ,Percent Cancer ,Percent Heart Failure ,Percent Chronic Kidney Disease,Percent Chronic Obstructive Pulmonary Disease,Percent Depression ,Percent Diabetes ,Percent Hyperlipidemia ,Percent Hypertension ,Percent Ischemic Heart Disease ,Percent Osteoporosis ,Percent Rheumatoid Arthritis or Osteoarthritis ,Percent Schizophrenia or Other Psychotic Disorders ,Percent Stroke ,Average HCC Risk Score of Beneficiaries 
254637674,Emergency Medicine,543,8.276243094,766.7983425,332.0978085,262.1364273,258.708453,0.392265193,21.85451197,18.55810313,18.08944751,18.08944751,4281,15,8,16,8,13,19,13,35,23,47,61,15,7,36,5,4,1.24
670845882,Physician Assistant,556,2.491007194,326.3003597,154.9176619,116.4668345,135.2694604,0,0,0,0,0,1385,28,59,24,14,46,47,26,59,35,65,75,52,20,54,16,13,2.06
129209706,Pathology,287,3.456445993,1682.216028,455.5861672,348.1827526,345.2421603,0,0,0,0,0,992,28,12,43,43,48,46,54,39,39,67,75,56,14,45,6,7,2.66
521976327,Diagnostic Radiology,174,5.011494253,206.7241379,102.2344828,100.1922989,82.26724138,0,0,0,0,0,872,9,0.04,0.28,28,7,16,0.29,7,17,42,44,26,0.26,30,0,0.13,1.05
887554970,Nurse Practitioner,1058,2.803402647,264.5652174,179.4730907,139.9111059,138.715482,0,0,0,0,0,2966,25,43,23,17,43,48,29,50,38,63,75,52,19,46,26,10,2.03
501164966,Family Practice,299,3.632107023,396.1204013,267.8063211,188.9538796,183.6653846,0,0,0,0,0,1086,11,4,5,14,7,14,6,10,26,52,57,23,8,29,1.79,5,0.81
962203142,Pulmonary Disease,415,1.048192771,1311.365012,167.5460964,131.7304819,132.5995904,0,0,0,0,0,435,19,10,17,20,18,28,20,30,27,67,75,39,11,54,4,9,1.52
180535997,Optometry,281,2.323843416,1624.081851,482.2239858,369.2901423,379.3450178,0,0,0,0,0,653,12,9,17,23,16,27,19,22,32,53,72,27,7,47,6,4,1.34
584967533,Internal Medicine,257,1.782101167,1703.245136,379.604358,297.1597276,292.8878599,0,0,0,0,0,458,31,11,21,15,46,55,26,35,40,67,75,61,10,33,7,14,2.31
729859739,Emergency Medicine,566,3.441696113,5009.237845,1563.405618,1218.163975,1130.490548,0,0,0,0,0,1948,17,10,9,11,15,23,12,18,21,57,66,29,8,37,5.4,2,1.26
882072353,Clinical Psychologist,269,1.215613383,363.4237918,98.94565056,70.38197026,82.09657993,0,0,0,0,0,327,12,6,13,12,12,19,9,29,23,51,64,30,12,70,4,5,1.27
442367268,Orthopedic Surgery,211,1.17535545,430.478673,88.27374408,62.59180095,75.72478673,0,0,0,0,0,248,7,9,30,0.79,11,17,20,47,24,42,47,22,8,35,11,6,1.33
611065367,Internal Medicine,254,1.956692913,599.8661417,201.2397638,157.6469291,152.1459055,0,0,0,0,0,497,39,41,29,20,59,60,31,39,33,68,75,57,21,45,12,13,2.25
776710789,Neurosurgery,211,4.55450237,1841.876777,596.9159716,454.28,438.3941706,0.876777251,149.7962085,90.03909953,70.56900474,70.56900474,776,14,7,10,10,9,14,8,20,16,56,60,24,10,75,1.17,1.1,0.94
315092923,Anesthesiology,285,1.178947368,1720.364912,288.7608421,220.0355789,225.1144912,0,0,0,0,0,336,15,13,25,25,28,39,26,40,33,59,75,37,13,44,11,7,2
470297740,Internal Medicine,281,1.597864769,238.4626335,49.32402135,34.17455516,33.22967972,0,0,0,0,0,449,15,8,12,12,15,24,10,26,19,55,65,28,14,47,0.45,0.5,1.24
217392467,Clinical Psychologist,507,2.489151874,923.3530572,277.3329191,209.0103353,204.5132939,0.033530572,2.800788955,1.39729783,1.369309665,1.369309665,1245,25,21,38,16,53,50,50,39,44,58,75,65,13,40,12,14,2.57
374894364,Gastroenterology,55,8.854545455,1188.727273,580.9581818,443.1492727,438.3761818,0,0,0,0,0,487,0.88,0,24,0.68,1.34,1.71,20,75,29,42,38,1.93,0.51,35,0.53,0.41,1.33
835951477,Diagnostic Radiology,160,1.95,482.3125,194.163125,136.5019375,122.9276875,0,0,0,0,0,312,10,0.98,8,9,8,9,1.29,19,23,48,52,19,8,36,0.48,0.52,0.84
959919745,Mass Immunization Roster Biller,113,1.247787611,793.7345133,178.3526549,134.8152212,133.6656637,0,0,0,0,0,141,22,31,13,19,41,42,21,42,33,53,73,44,12,41,25,12,2.05
852194010,Licensed Clinical Social Worker,1443,1.329175329,360.6569647,186.9788635,130.235149,119.577325,0,0,0,0,0,1918,12,10,13,12,14,21,14,23,29,55,64,25,8,36,5,5,1.21
676014531,Family Practice,198,22.44949495,1297.833434,617.4311616,470.6977273,430.3662626,0,0,0,0,0,4445,10,2.1,12,10,9,17,7,18,27,65,66,29,10,60,0.99,7,1.08
966498429,Family Practice,186,5.274193548,1365.602151,403.4603226,291.9686559,275.3083333,0.35483871,19.28494624,13.59091398,13.30526882,13.30526882,915,13,14,10,15,18,19,10,19,20,48,69,36,9,30,7,7,1.12
232700351,Centralized Flu,118,1.245762712,253.4576271,84.29720339,57.79398305,55.63949153,0,0,0,0,0,147,0.57,0.5,12,0.47,15,30,0.64,37,37,36,60,25,10,32,0.26,0.26,1.47
379973412,Mass Immunization Roster Biller,100,3.88,1312.19,387.4112,298.295,287.9337,0,0,0,0,0,388,12,25,31,0.7,29,33,25,75,22,40,65,38,0.51,34,67,0.39,2.18
715868192,Internal Medicine,117,3.777777778,465.8379487,161.5928205,138.4035897,150.6508547,0.598290598,86.02598291,37.85153846,37.08350427,37.08350427,372,11,1.61,1.89,10,9,13,2.1,20,29,38,50,23,1.39,30,0.78,0.7,0.89
415668471,Emergency Medicine,157,5.668789809,1062.318471,312.2300637,230.4643312,222.5342038,0,0,0,0,0,890,11,1.21,17,10,12,21,15,34,17,45,52,28,13,59,0.64,8,1.31
424402043,Ambulance Service Supplier,373,2.36997319,655.8203753,254.0427346,194.1843968,194.320992,0,0,0,0,0,884,30,29,25,17,45,56,35,41,41,73,75,57,16,44,12,18,2.22
832832740,CRNA,227,5.709251101,2272.50837,538.2132599,403.1367841,412.4618943,2.123348018,66.88281938,35.07885463,27.39629956,27.39629956,814,8,5,8,11,11,23,9,18,29,56,66,26,7,70,1.61,1.25,0.97
965374865,Clinical Psychologist,23,1.043478261,311.3043478,85.14695652,66.75130435,63.0326087,0,0,0,0,0,24,0.11,0.08,0.1,0.09,0.15,0.2,0.12,0.19,0.2,48,75,0.23,0.07,0.26,0,0.05,1.27
456455671,Internal Medicine,31,3,746.3870968,133.4916129,100.6848387,98.11774194,0,0,0,0,0,93,0.12,0,0.12,0.1,52,0.23,0.13,0.22,0.22,0.42,0.49,0.27,0.08,0.31,0.05,0.05,1.72
352595168,Internal Medicine,15,7.533333333,1100,605.074,452.8166667,508.6366667,0,0,0,0,0,113,0,0.45,0,0.23,0.57,0.7,0,75,0,1.08,1.28,0.75,0,0.78,0.27,0.17,1.26
483365962,Diagnostic Radiology,100,5.04,876.7,284.1006,208.7729,202.2902,0,0,0,0,0,504,0.81,0.78,18,0.66,1.2,11,0.92,75,36,46,44,22,0.49,30,20,0.37,1.25
202476962,Family Practice,1612,6.994416873,2784.129057,406.412165,309.6699628,303.868201,5.59057072,22.2183871,10.89472705,8.433263027,8.433263027,2263,8,6,16,12,10,20,16,30,31,62,67,24,7,62,4,6,1.15
346449836,Registered Dietician/Nutrition Professional,168,1.208333333,2038.517857,320.7080952,248.9732143,246.8635714,0,0,0,0,0,203,13,11,17,22,25,42,15,33,29,55,70,41,7,43,0.27,8,1.82
802466639,Cardiology,392,4.028061224,693.0663265,373.0172704,284.9271429,282.0606122,0.528061224,103.2193878,63.10114796,61.40640306,61.40640306,1372,10,8,18,9,17,27,13,26,26,53,62,28,7,28,4,5,1.15
411410043,Pathology,215,1.269767442,882.7534884,181.4272558,139.4806512,134.8077209,0,0,0,0,0,273,13,7,12,13,19,18,9,24,25,46,63,32,11,44,0.42,6,1.35
892253685,Internal Medicine,378,1.134920635,421.8121693,161.9083598,124.2792063,123.2426984,0,0,0,0,0,429,11,16,28,10,30,49,25,53,46,47,75,41,6,28,22,9,2.49
944341553,Chiropractic,392,3.260204082,651.5306122,284.9034694,222.2533163,191.8609439,0,0,0,0,0,1278,27,51,18,13,34,45,23,54,38,72,75,56,15,46,16,40,1.82
593797875,Internal Medicine,721,2.282940361,183.8751734,53.01108183,47.60468793,46.09527046,0,0,0,0,0,1646,6,4,10,26,7,12,6,22,21,39,54,15,12,38,3,2,0.94
750334935,Occupational therapist,382,4.445026178,1628.628272,376.0824346,282.6823298,270.8280366,1.795811518,50.04188482,12.59185864,9.797303665,9.797303665,1012,15,8,16,10,19,23,17,31,32,57,70,27,13,64,5,5,1.37
653300179,Internal Medicine,175,7.52,2597.166571,657.7216,514.5425143,555.7767429,0,0,0,0,0,1316,22,20,25,12,30,34,22,46,31,61,75,50,10,38,24,11,1.94
303765062,Nurse Practitioner,12,1.166666667,149,29.29083333,22.73583333,21.88083333,0,0,0,0,0,14,0,0,0.04,0,0,0.08,0.05,0.08,0.08,0,0.18,0.1,0.03,0,0,0,2.53
372891014,Internal Medicine,144,2.201388889,548.7916667,185.7868056,138.1597917,139.5373611,0,0,0,0,0,317,10,8,11,75,18,15,16,19,31,46,64,23,12,32,0.58,0.49,1.56
221633305,Physical Therapist,184,2.173913043,2331.86413,500.17,387.9982065,391.8779348,0,0,0,0,0,400,18,10,32,55,29,46,57,38,42,66,75,63,8,58,9,0.78,2.2
174260550,Family Practice,559,1.615384615,445.1985689,104.8008945,75.57611807,88.21033989,0.123434705,1.4490161,0.324329159,0.285831843,0.285831843,834,16,11,17,12,18,24,14,27,24,55,67,31,14,46,4,4,1.34
853749387,Internal Medicine,112,2.419642857,487.8928571,295.8626786,231.4479464,222.6925,0,0,0,0,0,271,30,32,31,26,40,57,37,46,38,75,75,54,18,42,13,0.5,2.04
395146012,Ophthalmology,1035,5.055072464,888.8009662,324.8497005,241.7306087,238.3318357,0.642512077,90.34879227,36.63520773,28.58090821,28.58090821,4567,14,12,15,18,15,32,13,23,28,56,67,28,6,41,3,4,1.3
532092989,Mass Immunization Roster Biller,865,1.58265896,230.1791908,73.57110983,57.20346821,56.07543353,0,0,0,0,0,1369,23,23,19,23,32,41,18,37,28,62,74,42,15,51,10,11,1.8
499218598,Obstetrics/Gynecology,163,1.024539877,840.4942945,134.7987117,105.181227,105.1353988,0,0,0,0,0,167,12,12,13,15,13,28,11,31,23,56,66,31,17,48,0.25,0.27,1.18
600014286,Licensed Clinical Social Worker,80,1.3875,283.2625,122.62475,92.006,91.064125,0,0,0,0,0,111,0.47,0.44,34,0.38,0.69,24,0.54,56,48,45,70,19,0.28,49,0.24,0.21,1.3
243818165,Chiropractic,59,2.762711864,375.5935593,249.110339,176.3816949,175.6489831,0,0,0,0,0,163,0.64,0.65,24,0.5,0.96,1.24,25,75,22,39,42,1.41,0,27,63,0.3,1.51
847465930,Nurse Practitioner,31,1.193548387,33.22580645,8.473225806,8.109677419,8.413870968,0,0,0,0,0,37,0.11,0.08,0.11,0.09,0.15,39,0.12,39,75,48,75,0.24,0.07,35,0.04,0.05,2.27
782440595,Infectious Disease,437,1.489702517,107.8160183,33.52622426,26.0708238,24.50755149,0,0,0,0,0,651,19,11,21,9,29,44,19,38,34,54,72,44,13,52,8,8,1.94
577839376,Endocrinology,326,1.441717791,1017.042301,152.776319,118.7530675,123.0462577,0,0,0,0,0,470,15,17,24,9,31,35,33,36,39,54,75,36,10,42,10,10,1.64
237436664,Geriatric Medicine,38,2.447368421,617.4473684,184.8578947,124.9334211,120.9886842,0,0,0,0,0,93,0,0.26,0.29,0.24,0.42,29,0.33,47,42,0.99,50,0.64,0.18,32,0,0.13,1.47
658824950,Cardiology,145,2.489655172,214.3448276,117.7529655,84.02482759,84.88489655,0,0,0,0,0,361,0.93,0.9,19,0.72,1.37,10,14,72,14,26,32,8,0.55,22,21,0.42,1.37
853724770,Nephrology,124,1.709677419,501.4435484,167.5558065,124.3196774,126.4779032,0,0,0,0,0,212,21,26,23,18,35,45,24,37,30,72,75,48,19,52,11,10,1.88
120051933,Geriatric Medicine,307,3.410423453,577.4332248,300.2837459,232.4986971,263.2568404,0,0,0,0,0,1047,24,69,24,12,50,54,36,66,43,59,75,56,12,48,26,18,2.57
899150886,Licensed Clinical Social Worker,197,2.563451777,851.106599,256.1998985,189.4928426,177.9206091,0,0,0,0,0,505,16,51,13,15,33,48,18,53,34,65,75,51,30,59,22,17,1.81
232244382,Internal Medicine,908,3.832599119,1302.025947,361.3290529,267.3188656,264.3629956,0.454845815,138.5242291,54.39310573,41.30767621,41.30767621,3067,16,9,11,23,14,31,13,20,23,65,71,39,6,41,2,6,1.28
307103432,Internal Medicine,642,1.736760125,156.9219626,70.35509346,53.50264798,52.15045171,0,0,0,0,0,1115,32,12,14,15,45,52,20,30,33,53,72,57,10,33,6,10,2.55
137568384,Psychiatry,37,1,703.7837838,151.2218919,118.5578378,120.5059459,0,0,0,0,0,37,0.19,0.18,0.2,0.15,0.28,0.37,0.22,0.39,30,70,68,0.42,0.11,0.46,0,0.09,1.22
978700725,Obstetrics/Gynecology,118,8.161016949,535.1016949,266.0038983,203.7783051,188.7695763,0,0,0,0,0,963,10,0.79,0.86,9,1.29,26,0.98,20,21,53,58,22,0.55,49,0,0.4,0.92
275204444,Internal Medicine,50,5.44,106.42,80.6294,78.0064,79.6524,0.52,35.7,23.2616,22.796,22.796,246,0.51,0.39,0.49,0.46,0.61,0.95,0.54,30,38,40,58,1.15,0.38,38,0.17,0.18,1.29
483410269,Internal Medicine,225,2.204444444,486.1155556,161.9181778,112.0472889,108.9671111,0,0,0,0,0,496,8,8,17,8,20,28,12,34,40,43,69,30,6,32,7,6,1.66
406761519,Optometry,777,17.03346203,1800.184041,826.1186358,646.2954569,644.4838867,0,0,0,0,0,13235,23,31,20,11,29,32,21,42,29,50,74,32,12,46,14,14,1.77
576390519,Physical Medicine and Rehabilitation,538,1.146840149,415.5239963,114.9600558,84.88310409,85.17684015,0,0,0,0,0,617,17,15,25,9,26,35,27,49,32,61,71,37,12,45,13,9,1.75
210087638,Ophthalmology,317,4.217665615,2694.444795,353.1027445,265.5136909,235.7066562,0,0,0,0,0,1337,9,7,18,6,14,26,16,38,26,53,66,30,9,75,6,4,1.34
483053502,Nurse Practitioner,66,16.65151515,897.8484848,523.3701515,401.0460606,451.3586364,0,0,0,0,0,1099,1.26,1.65,1.34,0.8,2.04,2.5,1.59,21,2.31,36,50,26,0.7,74,1,0.62,0.81
882899480,Endocrinology,274,1.171532847,515.0875912,126.219562,95.04693431,112.9531022,0,0,0,0,0,321,12,17,27,12,28,28,27,41,41,46,73,41,6,38,14,5,1.62
762609317,Licensed Clinical Social Worker,133,2.060150376,46.02879699,44.93413534,44.03511278,48.75293233,1.030075188,23.55924812,23.47052632,23.00105263,23.00105263,137,1.34,1.03,20,1.2,8,16,17,46,33,46,48,19,0.99,29,14,0.48,1.29
762697271,Emergency Medicine,964,6.178423237,837.1141079,271.1675934,201.4632573,198.5115145,2.088174274,100.4502075,39.8473029,34.4479668,34.4479668,3943,9,6,13,11,12,19,16,23,28,61,69,26,15,66,2,4,1.16
656196931,Mass Immunization Roster Biller,243,2.374485597,638.1481481,300.9071605,235.9053086,238.1920165,0,0,0,0,0,577,39,26,24,21,50,67,39,46,44,66,75,59,12,45,16,10,3.11
102922770,Psychiatry,55,2.6,385.2727273,86.11854545,67.51945455,75.96909091,0,0,0,0,0,143,0.27,0.27,0.28,0.2,0.41,0.52,0.32,0.57,20,53,55,31,0.16,36,0.15,0,0.93
175402488,Clinical Psychologist,384,1.619791667,2045.134375,277.8222656,217.8127083,215.8196094,0,0,0,0,0,622,10,0.46,16,10,10,15,10,28,20,69,75,28,11,75,0.22,4,0.94
320417617,Emergency Medicine,405,4.654320988,571.9209877,158.0568642,122.5762222,114.5115556,0,0,0,0,0,1885,11,5,10,15,20,40,11,24,24,51,64,37,11,33,3,4,2.3
201315310,Cardiology,672,4.796130952,1325.729167,541.5014732,423.3762946,405.1759077,0,0,0,0,0,3223,33,28,43,20,55,56,52,44,43,68,75,58,18,44,15,10,2.62
518264654,Licensed Clinical Social Worker,78,1.602564103,2740.410256,323.5925641,251.0857692,217.21,0,0,0,0,0,125,0,0,26,22,28,28,17,29,42,75,75,55,0,58,0,0,1.69
355564849,Internal Medicine,324,4.820987654,475.4907407,301.1610494,207.2208951,217.9241667,0.429012346,36.38888889,25.43916667,24.37243827,24.37243827,1423,4,4,22,4,21,27,38,37,43,54,74,39,8,44,6,4,1.56
328854849,Infectious Disease,15,1.266666667,36.406,5.669333333,5.292666667,5.138,0,0,0,0,0,19,0.03,0.02,0.03,0,0.04,0.06,0,0.05,0.06,0.11,0.13,0.07,0,0.08,0.01,0,1.39
421565924,Internal Medicine,996,3.220883534,456.1941767,196.3953916,141.3528414,138.9298594,0.032128514,0.371485944,0.183032129,0.138634538,0.138634538,3176,19,26,14,13,26,36,20,36,42,56,74,39,11,45,9,8,1.8
538983799,Podiatry,439,1.095671982,376.4123007,171.3106834,131.4051253,116.9987244,0,0,0,0,0,481,20,23,25,20,35,44,22,35,40,65,75,62,17,51,11,13,2.52
803553193,Internal Medicine,539,3.209647495,338.6188497,338.0418367,262.4755102,258.3456586,0,0,0,0,0,1730,36,40,20,19,47,60,30,42,31,68,75,51,19,61,14,15,2.08
979960131,Anesthesiology,725,1.190344828,451.3337931,154.4804138,113.4624276,114.3951586,0,0,0,0,0,863,21,26,21,13,32,41,27,41,37,64,75,42,12,47,13,9,1.92
515139753,Mass Immunization Roster Biller,425,1.856470588,1525.167059,278.9903765,214.3548706,215.3878824,0,0,0,0,0,789,23,14,20,19,28,41,25,39,31,62,73,40,14,40,7,6,1.9
302362507,Psychiatry,128,1,822.328125,123.2710156,96.64421875,96.2821875,0,0,0,0,0,128,21,9,15,15,27,37,18,37,30,55,71,36,0.27,48,9,0.19,1.63
618413965,Nurse Practitioner,12,9.833333333,662.4166667,320.1391667,240.1458333,215.3933333,0,0,0,0,0,118,0.1,0.08,0.09,0.09,0.14,0.19,0.1,0.18,0,0.36,0.43,0.23,0.06,0.26,0,0,0.7
239117572,Anesthesiology,49,9.918367347,740.2040816,425.5244898,310.5208163,295.4436735,0,0,0,0,0,486,0.65,0.64,0.63,0.52,0.95,1.23,0.72,24,1.22,29,39,1.43,0.39,31,0.34,0.29,0.87
441296996,Emergency Medicine,99,1.292929293,273.8383838,118.2392929,90.28575758,105.7506061,0,0,0,0,0,128,0.7,0.79,34,0.48,16,20,22,75,15,27,49,24,0.4,25,27,0.34,1.81
443439600,Licensed Clinical Social Worker,42,2.119047619,343.2857143,87.60595238,67.99357143,68.11761905,0,0,0,0,0,89,0,0.17,52,0.16,0.28,0.36,36,75,33,38,62,0.42,0.12,0.47,75,0.09,1.64
410732277,Cardiac Surgery,156,2.051282051,76.19365385,70.18166667,68.77955128,68.82814103,1.025641026,44.24198718,44.07179487,43.18711538,43.18711538,160,10,1.78,10,2.31,10,10,8,18,21,47,56,14,7,30,0.74,0.84,0.91
157930942,Internal Medicine,281,2.672597865,833.0533808,279.651637,211.9346263,210.0021708,0,0,0,0,0,751,30,32,30,20,44,61,33,51,42,64,75,54,14,45,21,15,2.71
140491854,Mass Immunization Roster Biller,212,4.797169811,1293.688679,446.9905189,369.2273585,350.5808962,0.919811321,123.7641509,101.7256604,99.6529717,99.6529717,822,10,5,11,9,14,14,7,28,15,41,54,21,9,38,2.14,2.44,0.98
349749343,Nurse Practitioner,562,1.067615658,370.9733096,183.3398577,143.0454093,141.9878292,0,0,0,0,0,600,31,31,28,16,57,67,33,49,49,74,75,64,14,43,15,20,2.94
357664805,Anesthesiology,11,1.909090909,852.7272727,228.2163636,149.1527273,135.9745455,0,0,0,0,0,21,0,0,0.08,0,0.12,0.16,0.09,0.16,0,0,0.35,0,0,0.22,0,0,1.05
837348307,Internal Medicine,617,4.568881686,1463.387358,545.6744246,395.3797083,365.1687196,0,0,0,0,0,2819,13,7,10,10,12,17,7,20,25,47,56,25,8,34,2,6,1.04
887200905,Cardiology,18,1,1228.611111,173.8233333,136.2766667,135.0477778,0,0,0,0,0,18,0.06,0.04,0.06,0.05,0.09,0.12,0.07,67,0.11,67,75,0.14,0.04,75,0.02,0.03,1.16
172298702,Internal Medicine,52,2.115384615,402.2115385,140.9125,97.74346154,113.0234615,0,0,0,0,0,110,0.41,0.46,0.43,0.28,0.63,0.8,0.5,46,25,27,48,0.87,0.24,0.94,0.27,0.19,0.91
621512629,Family Practice,79,18.15189873,792.4240506,541.1586076,410.7240506,394.2327848,0,0,0,0,0,1434,1.17,1.2,1.13,0.93,1.73,2.23,1.31,19,14,58,51,16,0.69,54,0,0.53,0.84
119130669,Diagnostic Radiology,17,1.411764706,304.9411765,109.7158824,86.35705882,84.02705882,0,0,0,0,0,24,0.09,0,0.09,0.08,0.13,0.17,0.1,0.17,0.17,0.32,0.37,0.2,0.06,0.22,0.04,0,1.37
495675204,Nurse Practitioner,44,6.954545455,383.2727273,206.5804545,144.6829545,138.5734091,0,0,0,0,0,306,0.37,0.35,0.37,0.3,0.54,0.71,25,27,27,57,66,25,0.23,50,0.18,0.17,1.1
768610155,Psychiatry,53,5.981132075,851.8943396,721.7703774,523.2224528,600.1883019,0,0,0,0,0,317,1.71,74,1.82,21,40,47,28,51,32,42,68,43,0.95,40,40,0.85,2.45
666152339,Chiropractic,15,1.8,320,108.018,85.45933333,85.90266667,0,0,0,0,0,27,0,0,0.08,0,0,0.15,0.09,0.16,0.15,0.27,0.32,0,0,0,0.04,0,0.73
211742383,Otolaryngology,106,3.905660377,885.8490566,269.4301887,196.9353774,190.469434,0,0,0,0,0,414,35,11,0.84,13,29,21,0.96,17,18,75,71,75,0.51,33,0.42,0.39,1.36
299324960,Neurology,214,5.107476636,836.7803738,394.5964486,302.8209346,283.5231776,0.439252336,34.12616822,16.37140187,16.00588785,16.00588785,999,6,13,7,11,16,22,7,21,34,39,66,35,12,38,1.26,1.25,1.33
337640102,Pediatric Medicine,136,6.595588235,1322.316176,487.7103676,365.4861765,418.0344853,0,0,0,0,0,897,21,72,16,15,43,48,31,65,35,53,75,43,37,49,46,10,2.42
392668195,Radiation Oncology,215,2.790697674,1578.011814,544.3166047,410.9629302,404.2543256,0.43255814,4.22344186,2.498046512,1.741534884,1.741534884,507,8,3.03,19,14,11,22,16,36,27,65,62,25,8,54,6,1.39,1.22
886149706,Anesthesiology,59,3.372881356,679.4915254,205.8233898,160.2345763,156.469661,0,0,0,0,0,199,0.34,0.32,22,0.28,0.5,0.65,0.38,75,31,25,44,0.75,0.2,29,31,0,1.19
440607728,Physical Therapist,127,2.173228346,927.1496063,219.6474016,171.2966929,189.2889764,0,0,0,0,0,276,30,23,30,20,46,69,40,43,45,69,75,57,15,39,10,36,3.03
611221363,CRNA,271,3.339483395,320.6457565,225.0743911,154.0587823,181.83369,0,0,0,0,0,905,3.5,18,9,2.35,7,11,4,41,17,32,33,9,8,13,19,1.69,1.2
839567597,Ambulance Service Supplier,50,1.12,229.9,139.0054,106.3654,97.3276,0,0,0,0,0,56,0.32,0.26,0,0.27,0.45,0.6,0.35,26,34,56,75,28,0.2,32,0.13,0.14,1.04
307704513,Orthopedic Surgery,125,1.36,256.136,72.5512,57.234,65.59168,0,0,0,0,0,170,26,56,27,12,45,46,26,62,55,72,75,44,12,51,27,16,2.2
823240044,Family Practice,137,2.97810219,3869.313869,555.0807299,435.180365,438.0759124,0,0,0,0,0,408,42,15,27,24,67,58,35,26,53,75,75,75,0.17,41,0.17,19,2.35
150029497,Plastic and Reconstructive Surgery,413,2.939467312,1024.566586,306.5966344,242.4672881,227.7042373,0.06779661,10.17675545,8.313559322,8.041501211,8.041501211,1186,14,8,10,17,16,20,8,20,22,63,68,31,14,38,3,4,1.2
636348324,Urology,80,1.925,626.875,216.58875,167.237875,173.687375,0,0,0,0,0,154,0.64,0.67,15,0.48,0.98,1.24,0.76,48,1.18,36,41,1.39,0.37,29,0.38,0,0.88
650589957,Psychiatry,1549,1.449967721,213.8876695,64.05548741,48.25081988,47.93544868,0,0,0,0,0,2246,16,15,17,14,25,38,21,37,32,52,70,41,15,45,11,14,1.95
429170810,Urology,173,2.069364162,59.13433526,58.92971098,57.75098266,64.1616185,1.028901734,41.47034682,41.26572254,40.43763006,40.43763006,180,7,2.05,9,8,3.16,17,14,19,28,68,68,25,12,27,0.9,0,1.01
503913613,Orthopedic Surgery,635,3.269291339,1071.738772,304.9074331,230.4509606,231.1024567,0,0,0,0,0,2076,31,8,13,13,39,41,19,24,33,75,75,75,9,39,2,7,1.69
358937936,Geriatric Medicine,65,1.738461538,513.2461538,222.2392308,167.2836923,166.9789231,0,0,0,0,0,113,0,0.54,28,0.42,0.81,25,0.63,75,25,37,51,25,0.32,29,57,0.25,1.53
442174487,Family Practice,22,30.68181818,3831.363636,2059.268636,1566.343636,1571.484091,0,0,0,0,0,675,0,1.34,1.17,0.84,1.8,2.26,1.38,75,2.15,3.77,50,2.51,0.66,2.7,0.77,0.55,1.42
465121343,Endocrinology,447,4.154362416,584.1729306,230.0804027,177.869217,174.2224161,0.284116331,20.36532438,13.70791946,13.36782998,13.36782998,1730,13,7,11,9,12,15,11,32,27,55,66,22,14,33,5,5,1.08
261750855,Certified Clinical Nurse Specialist,262,3.282442748,1833.536565,635.2764504,470.4759542,477.2696947,0,0,0,0,0,860,8,7,13,18,16,21,12,30,37,55,67,27,6,41,5,6,1.35
536114892,Licensed Clinical Social Worker,13,11.69230769,1894.153846,712.3569231,553.6153846,548.7515385,0,0,0,0,0,152,0.2,0.22,0.21,0.16,0.31,0.4,0.24,0.45,0.38,0.68,0.8,0.45,0.12,0.49,0.13,0.1,1.41
243464697,Allergy/Immunology,266,1.097744361,1475,233.0470677,178.1384586,180.7583083,0,0,0,0,0,292,19,14,18,18,27,40,22,41,37,68,75,40,9,40,8,7,1.93
382209256,Internal Medicine,116,37.37068966,1482.12931,1081.770603,834.5363793,792.3541379,0,0,0,0,0,4335,10,2.94,10,11,4.16,12,3.13,18,21,71,71,22,14,70,0,1.28,0.95
946456996,Gynecological/Oncology,51,37.09803922,2241.294118,1036.152745,798.6254902,752.4280392,0,0,0,0,0,1892,0.93,0.94,0.87,0.77,1.36,1.77,1.01,29,27,41,73,25,0.56,61,0.48,0.42,1.09
400261011,Family Practice,81,1.24691358,378.2530864,72.51197531,53.75197531,55.38975309,0,0,0,0,0,101,0.35,0.3,0.35,0.28,0.5,22,0.39,27,19,43,68,27,0.21,74,0.16,0.16,1.19
113178723,Oral Surgery (dentists only),39,1.076923077,281.5128205,70.87051282,53.94692308,62.09820513,0,0,0,0,0,42,75,0.21,0.22,0.16,44,33,0.25,0.44,38,64,67,54,0.12,46,0.12,0.1,1.4
324109215,Internal Medicine,165,7.745454545,1026.212121,637.305697,451.2202424,431.298,0,0,0,0,0,1278,9,7,19,7,13,19,18,75,29,49,44,13,7,35,36,1.54,1.47
698613298,Psychiatry,125,2.256,77.36472,72.86088,71.40144,78.94728,1.128,56.28792,51.78408,50.74728,50.74728,141,9,1.73,10,2.08,11,14,11,28,21,44,50,25,1.76,27,10,0.78,1.02
